,Station,Site,Parameter,Method,Lat,Lon,Date,Measurement,Unit,Event Type
20251,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-11,1.130435,Parts per billion,None
20248,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-12,0.875,Parts per billion,None
20249,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-12,0.875,Parts per billion,None
20246,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-13,2.4375,Parts per billion,None
20247,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-13,2.4375,Parts per billion,None
20244,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-14,5.666667,Parts per billion,None
20245,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-14,5.666667,Parts per billion,None
20242,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-15,5.956522,Parts per billion,None
20243,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-15,5.956522,Parts per billion,None
20240,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-16,4.333333,Parts per billion,None
20241,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-16,4.333333,Parts per billion,None
20238,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-17,3.652174,Parts per billion,None
20239,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-17,3.652174,Parts per billion,None
20236,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-18,4.75,Parts per billion,None
20237,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-18,4.75,Parts per billion,None
20234,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-19,3.608696,Parts per billion,None
20235,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-19,3.608696,Parts per billion,None
20232,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-20,4.083333,Parts per billion,None
20233,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-20,4.083333,Parts per billion,None
20230,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-21,5.071429,Parts per billion,None
20231,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-21,5.071429,Parts per billion,None
20228,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-22,4.375,Parts per billion,None
20229,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-22,4.375,Parts per billion,None
20226,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-23,4.391304,Parts per billion,None
20227,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-23,4.391304,Parts per billion,None
20224,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-24,2.75,Parts per billion,None
20225,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-24,2.75,Parts per billion,None
20222,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-25,3.347826,Parts per billion,None
20223,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-25,3.347826,Parts per billion,None
20220,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-26,5.045455,Parts per billion,None
20221,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-26,5.045455,Parts per billion,None
20218,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-27,6.565217,Parts per billion,None
20219,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-27,6.565217,Parts per billion,None
20216,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-28,6.833333,Parts per billion,None
20217,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-28,6.833333,Parts per billion,None
20214,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-29,7.478261,Parts per billion,None
20215,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-29,7.478261,Parts per billion,None
20212,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-30,5.583333,Parts per billion,None
20213,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-30,5.583333,Parts per billion,None
20210,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-31,4.173913,Parts per billion,None
20211,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-31,4.173913,Parts per billion,None
20208,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-01,6.458333,Parts per billion,None
20209,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-01,6.458333,Parts per billion,None
20206,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-02,7.130435,Parts per billion,None
20207,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-02,7.130435,Parts per billion,None
20204,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-03,5.333333,Parts per billion,None
20205,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-03,5.333333,Parts per billion,None
20202,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-04,6.913043,Parts per billion,None
20203,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-04,6.913043,Parts per billion,None
20200,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-05,5.791667,Parts per billion,None
20201,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-05,5.791667,Parts per billion,None
20198,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-06,4.434783,Parts per billion,None
20199,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-06,4.434783,Parts per billion,None
20196,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-07,3.333333,Parts per billion,None
20197,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-07,3.333333,Parts per billion,None
20194,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-08,4.217391,Parts per billion,None
20195,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-08,4.217391,Parts per billion,None
20192,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-09,8.625,Parts per billion,None
20193,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-09,8.625,Parts per billion,None
20190,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-10,15.826087,Parts per billion,None
20191,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-10,15.826087,Parts per billion,None
20188,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-11,15.75,Parts per billion,None
20189,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-11,15.75,Parts per billion,None
20186,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-12,16.956522,Parts per billion,None
20187,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-12,16.956522,Parts per billion,None
20184,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-13,10.0,Parts per billion,None
20185,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-13,10.0,Parts per billion,None
20182,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-14,5.73913,Parts per billion,None
20183,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-14,5.73913,Parts per billion,None
20180,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-15,5.833333,Parts per billion,None
20181,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-15,5.833333,Parts per billion,None
20178,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-16,6.764706,Parts per billion,None
20179,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-16,6.764706,Parts per billion,None
20176,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-17,6.083333,Parts per billion,None
20177,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-17,6.083333,Parts per billion,None
20174,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-18,4.695652,Parts per billion,None
20175,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-18,4.695652,Parts per billion,None
20172,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-19,9.083333,Parts per billion,None
20173,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-19,9.083333,Parts per billion,None
20170,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-20,4.782609,Parts per billion,None
20171,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-20,4.782609,Parts per billion,None
20168,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-21,2.958333,Parts per billion,None
20169,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-09-21,2.958333,Parts per billion,None
8377,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-07-27,0.0274,Parts per million,None
8378,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-07-27,0.0274,Parts per million,None
8379,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-07-27,0.0274,Parts per million,None
8380,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-07-27,0.0375,Parts per million,None
8373,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-07-28,0.031588,Parts per million,None
8374,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-07-28,0.02825,Parts per million,None
8375,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-07-28,0.02825,Parts per million,None
8376,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-07-28,0.028217,Parts per million,None
8369,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-07-29,0.034882,Parts per million,None
8370,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-07-29,0.031167,Parts per million,None
8371,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-07-29,0.031167,Parts per million,None
8372,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-07-29,0.032542,Parts per million,None
8366,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-07-30,0.0145,Parts per million,None
8367,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-07-30,0.0145,Parts per million,None
8368,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-07-30,0.015143,Parts per million,None
8362,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-07,0.023364,Parts per million,None
8363,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-07,0.023364,Parts per million,None
8364,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-07,0.023364,Parts per million,None
8365,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-07,0.031667,Parts per million,None
8358,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-08,0.033824,Parts per million,None
8359,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-08,0.029417,Parts per million,None
8360,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-08,0.029417,Parts per million,None
8361,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-08,0.029792,Parts per million,None
8354,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-09,0.029647,Parts per million,None
8355,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-09,0.02725,Parts per million,None
8356,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-09,0.02725,Parts per million,None
8357,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-09,0.027696,Parts per million,None
8350,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-10,0.027588,Parts per million,None
8351,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-10,0.025625,Parts per million,None
8352,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-10,0.025625,Parts per million,None
8353,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-10,0.026917,Parts per million,None
8346,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-11,0.038412,Parts per million,None
8347,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-11,0.032458,Parts per million,None
8348,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-11,0.032458,Parts per million,None
8349,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-11,0.031783,Parts per million,None
8342,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-12,0.030647,Parts per million,None
8343,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-12,0.029542,Parts per million,None
8344,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-12,0.029542,Parts per million,None
8345,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-12,0.030083,Parts per million,None
8338,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-13,0.018647,Parts per million,None
8339,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-13,0.019958,Parts per million,None
8340,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-13,0.019958,Parts per million,None
8341,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-13,0.022182,Parts per million,None
8334,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-14,0.028235,Parts per million,None
8335,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-14,0.024292,Parts per million,None
8336,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-14,0.024292,Parts per million,None
8337,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-14,0.023583,Parts per million,None
8330,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-15,0.035118,Parts per million,None
8331,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-15,0.031083,Parts per million,None
8332,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-15,0.031083,Parts per million,None
8333,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-15,0.031957,Parts per million,None
8326,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-16,0.037235,Parts per million,None
8327,0014,Sacramento-Goldenland Ct.,Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,38.650783,-121.506767,2014-08-16,0.033667,Parts per million,None
