,Station,Site,Parameter,Method,Lat,Lon,Date,Measurement,Unit,Event Type
13193,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-15,8.9,Micrograms/cubic meter (LC),None
13194,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-15,8.9,Micrograms/cubic meter (LC),None
13195,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-15,8.9,Micrograms/cubic meter (LC),None
13196,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-15,8.9,Micrograms/cubic meter (LC),None
13197,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-15,8.916667,Micrograms/cubic meter (LC),None
13188,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-16,8.7,Micrograms/cubic meter (LC),None
13189,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-16,8.7,Micrograms/cubic meter (LC),None
13190,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-16,8.7,Micrograms/cubic meter (LC),None
13191,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-16,8.7,Micrograms/cubic meter (LC),None
13192,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-16,8.791667,Micrograms/cubic meter (LC),None
13183,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-17,5.8,Micrograms/cubic meter (LC),None
13184,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-17,5.8,Micrograms/cubic meter (LC),None
13185,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-17,5.8,Micrograms/cubic meter (LC),None
13186,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-17,5.8,Micrograms/cubic meter (LC),None
13187,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-17,5.833333,Micrograms/cubic meter (LC),None
13178,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-18,4.9,Micrograms/cubic meter (LC),None
13179,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-18,4.9,Micrograms/cubic meter (LC),None
13180,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-18,4.9,Micrograms/cubic meter (LC),None
13181,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-18,4.9,Micrograms/cubic meter (LC),None
13182,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-18,4.916667,Micrograms/cubic meter (LC),None
13173,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-19,7.8,Micrograms/cubic meter (LC),None
13174,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-19,7.8,Micrograms/cubic meter (LC),None
13175,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-19,7.8,Micrograms/cubic meter (LC),None
13176,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-19,7.8,Micrograms/cubic meter (LC),None
13177,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-19,7.875,Micrograms/cubic meter (LC),None
13168,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-20,4.2,Micrograms/cubic meter (LC),None
13169,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-20,4.2,Micrograms/cubic meter (LC),None
13170,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-20,4.2,Micrograms/cubic meter (LC),None
13171,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-20,4.2,Micrograms/cubic meter (LC),None
13172,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-20,4.291667,Micrograms/cubic meter (LC),None
13163,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-21,3.4,Micrograms/cubic meter (LC),None
13164,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-21,3.4,Micrograms/cubic meter (LC),None
13165,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-21,3.4,Micrograms/cubic meter (LC),None
13166,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-21,3.4,Micrograms/cubic meter (LC),None
13167,0012,Laney College,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,37.793624,-122.263376,2014-09-21,3.416667,Micrograms/cubic meter (LC),None
8180,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-07-27,0.1,Parts per million,None
8181,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-07-27,0.075,Parts per million,None
8178,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-07-28,0.125,Parts per million,None
8179,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-07-28,0.117391,Parts per million,None
8176,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-07-29,0.079167,Parts per million,None
8177,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-07-29,0.075,Parts per million,None
8174,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-07-30,0.111111,Parts per million,None
8175,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-07-30,0.142857,Parts per million,None
8172,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-07,0.1,Parts per million,None
8173,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-07,0.133333,Parts per million,None
8170,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-08,0.158333,Parts per million,None
8171,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-08,0.158333,Parts per million,None
8168,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-09,0.225,Parts per million,None
8169,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-09,0.213043,Parts per million,None
8166,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-10,0.158333,Parts per million,None
8167,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-10,0.1625,Parts per million,None
8164,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-11,0.183333,Parts per million,None
8165,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-11,0.186957,Parts per million,None
8162,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-12,0.2,Parts per million,None
8163,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-12,0.1875,Parts per million,None
8160,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-13,0.2,Parts per million,None
8161,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-13,0.172727,Parts per million,None
8158,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-14,0.158333,Parts per million,None
8159,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-14,0.170833,Parts per million,None
8156,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-15,0.2,Parts per million,None
8157,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-15,0.204348,Parts per million,None
8154,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-16,0.2,Parts per million,None
8155,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-16,0.1875,Parts per million,None
8152,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-17,0.2,Parts per million,None
8153,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-17,0.204348,Parts per million,None
8150,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-18,0.229167,Parts per million,None
8151,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-18,0.225,Parts per million,None
8148,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-19,0.229167,Parts per million,None
8149,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-19,0.213043,Parts per million,None
8146,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-20,0.2,Parts per million,None
8147,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-20,0.183333,Parts per million,None
8144,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-21,0.236364,Parts per million,None
8145,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-21,0.257143,Parts per million,None
8142,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-22,0.254167,Parts per million,None
8143,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-22,0.2375,Parts per million,None
8140,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-23,0.258333,Parts per million,None
8141,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-23,0.265217,Parts per million,None
8138,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-24,0.245833,Parts per million,None
8139,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-24,0.229167,Parts per million,None
8136,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-25,0.233333,Parts per million,None
8137,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-25,0.230435,Parts per million,None
8134,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-26,0.204167,Parts per million,None
8135,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-26,0.2,Parts per million,None
8132,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-27,0.258333,Parts per million,None
8133,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-27,0.252174,Parts per million,None
8130,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-28,0.25,Parts per million,None
8131,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-28,0.241667,Parts per million,None
8128,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-29,0.258333,Parts per million,None
8129,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-29,0.256522,Parts per million,None
8126,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-30,0.208333,Parts per million,None
8127,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-30,0.2125,Parts per million,None
8124,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-31,0.216667,Parts per million,None
8125,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-08-31,0.226087,Parts per million,None
8122,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-01,0.2375,Parts per million,None
8123,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-01,0.245833,Parts per million,None
8120,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-02,0.3,Parts per million,None
8121,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-02,0.282609,Parts per million,None
8118,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-03,0.245833,Parts per million,None
8119,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-03,0.245833,Parts per million,None
8116,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-04,0.266667,Parts per million,None
8117,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-04,0.252174,Parts per million,None
8114,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-05,0.266667,Parts per million,None
8115,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-05,0.270833,Parts per million,None
8112,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-06,0.3,Parts per million,None
8113,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-06,0.282609,Parts per million,None
8110,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-07,0.254167,Parts per million,None
8111,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-07,0.233333,Parts per million,None
8108,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-08,0.233333,Parts per million,None
8109,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-08,0.230435,Parts per million,None
8106,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-09,0.258333,Parts per million,None
8107,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-09,0.275,Parts per million,None
8104,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-10,0.320833,Parts per million,None
8105,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-10,0.330435,Parts per million,None
8102,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-11,0.329167,Parts per million,None
8103,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-11,0.320833,Parts per million,None
8100,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-12,0.3125,Parts per million,None
8101,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-12,0.304348,Parts per million,None
8098,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-13,0.279167,Parts per million,None
8099,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-13,0.241667,Parts per million,None
8096,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-14,0.2375,Parts per million,None
8097,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-14,0.234783,Parts per million,None
8094,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-15,0.2125,Parts per million,None
8095,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-15,0.208333,Parts per million,None
8092,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-16,0.235714,Parts per million,None
8093,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-16,0.241176,Parts per million,None
8090,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-17,0.208333,Parts per million,None
8091,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-17,0.2,Parts per million,None
8088,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-18,0.229167,Parts per million,None
8089,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-18,0.23913,Parts per million,None
8086,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-19,0.233333,Parts per million,None
8087,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-19,0.241667,Parts per million,None
8084,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-20,0.258333,Parts per million,None
8085,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-20,0.247826,Parts per million,None
8082,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-21,0.2,Parts per million,None
8083,0014,Sacramento-Goldenland Ct.,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,38.650783,-121.506767,2014-09-21,0.208333,Parts per million,None
20266,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-07-27,4.5,Parts per billion,None
20267,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-07-27,4.5,Parts per billion,None
20264,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-07-28,4.478261,Parts per billion,None
20265,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-07-28,4.478261,Parts per billion,None
20262,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-07-29,5.75,Parts per billion,None
20263,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-07-29,5.75,Parts per billion,None
20260,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-07-30,7.285714,Parts per billion,None
20261,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-07-30,7.285714,Parts per billion,None
20258,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-07,5.444444,Parts per billion,None
20259,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-07,5.444444,Parts per billion,None
20256,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-08,6.333333,Parts per billion,None
20257,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-08,6.333333,Parts per billion,None
20254,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-09,2.434783,Parts per billion,None
20255,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-09,2.434783,Parts per billion,None
20252,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-10,0.583333,Parts per billion,None
20253,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-10,0.583333,Parts per billion,None
20250,0014,Sacramento-Goldenland Ct.,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,38.650783,-121.506767,2014-08-11,1.130435,Parts per billion,None
